General Project,Contact Person's Last Name,Site Name,Country,Timezone,Easting,Northing,UTM zone,General Sampling Period Name,General Sampling Period Name,Photo Date,Photo Time,Class,Order,Family,Genus,Species,Number of Animals,Camera Start Date and Time,Camera End Date and Time,Camera Make,Camera Model,Flash (Yes or No),Baited_unbaited,Bait type (if applicable),Photos per trigger,Species Diet Description,Common Name
UWIN Edmonton,Stevenson,EDALA01VIP1,Canada,GMT-6,337143.2246,5937636.191,12U,UWIN Season Summer 1,Season Summer 1,7/12/2018,10:22:40,Mammalia,Carnivora,Felidae,Felis,catus,1,6/29/2018,8/1/2018,RECONYX,PC900 PROFESSIONAL,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA01VIP1,Canada,GMT-6,337143.2246,5937636.191,12U,UWIN Season Summer 1,Season Summer 1,7/12/2018,10:22:41,Mammalia,Carnivora,Felidae,Felis,catus,1,6/29/2018,8/1/2018,RECONYX,PC900 PROFESSIONAL,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA01VIP1,Canada,GMT-6,337143.2246,5937636.191,12U,UWIN Season Summer 1,Season Summer 1,7/12/2018,10:41:43,Mammalia,Carnivora,Felidae,Felis,catus,1,6/29/2018,8/1/2018,RECONYX,PC900 PROFESSIONAL,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA01VIP1,Canada,GMT-6,337143.2246,5937636.191,12U,UWIN Season Summer 1,Season Summer 1,7/12/2018,10:41:44,Mammalia,Carnivora,Felidae,Felis,catus,1,6/29/2018,8/1/2018,RECONYX,PC900 PROFESSIONAL,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA01VIP1,Canada,GMT-6,337143.2246,5937636.191,12U,UWIN Season Summer 1,Season Summer 1,7/12/2018,10:41:45,Mammalia,Carnivora,Felidae,Felis,catus,1,6/29/2018,8/1/2018,RECONYX,PC900 PROFESSIONAL,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA01VIP1,Canada,GMT-6,337143.2246,5937636.191,12U,UWIN Season Summer 1,Season Summer 1,7/18/2018,11:39:16,Mammalia,Carnivora,Felidae,Felis,catus,1,6/29/2018,8/1/2018,RECONYX,PC900 PROFESSIONAL,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA01VIP1,Canada,GMT-6,337143.2246,5937636.191,12U,UWIN Season Summer 1,Season Summer 1,7/18/2018,11:39:17,Mammalia,Carnivora,Felidae,Felis,catus,1,6/29/2018,8/1/2018,RECONYX,PC900 PROFESSIONAL,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA01VIP1,Canada,GMT-6,337143.2246,5937636.191,12U,UWIN Season Summer 1,Season Summer 1,7/18/2018,11:39:18,Mammalia,Carnivora,Felidae,Felis,catus,1,6/29/2018,8/1/2018,RECONYX,PC900 PROFESSIONAL,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA02BEL1,Canada,GMT-6,338848.8233,5940990.313,12U,UWIN Season Fall 1,Season Fall 1,10/26/2018,17:05:43,Mammalia,Carnivora,Felidae,Felis,catus,1,9/29/2018,12/29/2018,RECONYX,PC900 PROFESSIONAL,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA02BEL1,Canada,GMT-6,338848.8233,5940990.313,12U,UWIN Season Fall 1,Season Fall 1,10/26/2018,17:05:44,Mammalia,Carnivora,Felidae,Felis,catus,1,9/29/2018,12/29/2018,RECONYX,PC900 PROFESSIONAL,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA02BEL1,Canada,GMT-6,338848.8233,5940990.313,12U,UWIN Season Fall 1,Season Fall 1,10/26/2018,17:05:45,Mammalia,Carnivora,Felidae,Felis,catus,1,9/29/2018,12/29/2018,RECONYX,PC900 PROFESSIONAL,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,UWIN Season Fall 3,Season Fall 3,10/16/2020,19:56:31,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,Yes,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,UWIN Season Fall 3,Season Fall 3,10/16/2020,19:56:31,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,Yes,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,UWIN Season Fall 3,Season Fall 3,10/16/2020,19:56:32,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,Yes,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,UWIN Season Fall 3,Season Fall 3,10/31/2020,18:35:53,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,Yes,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,UWIN Season Fall 3,Season Fall 3,10/31/2020,18:35:54,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,Yes,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,UWIN Season Fall 3,Season Fall 3,10/31/2020,18:35:55,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,Yes,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,,,11/3/2020,3:17:58,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,Yes,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,,,11/3/2020,3:17:59,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,Yes,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,,,11/3/2020,3:17:59,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,Yes,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,,,11/3/2020,3:18:55,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,Yes,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,,,11/3/2020,3:18:55,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,Yes,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,,,11/3/2020,3:18:56,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,Yes,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,,,6/4/2018,1:02:38,Mammalia,Carnivora,Felidae,Felis,catus,1,5/31/2018,6/25/2018,RECONYX,PC900 PROFESSIONAL,Yes,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,,,6/4/2018,1:02:39,Mammalia,Carnivora,Felidae,Felis,catus,1,5/31/2018,6/25/2018,RECONYX,PC900 PROFESSIONAL,Yes,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,,,6/4/2018,1:02:40,Mammalia,Carnivora,Felidae,Felis,catus,1,5/31/2018,6/25/2018,RECONYX,PC900 PROFESSIONAL,Yes,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,,,9/24/2018,11:28:38,Mammalia,Carnivora,Felidae,Felis,catus,1,9/24/2018,12/19/2018,Bushnell,119327,No,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,,,9/24/2018,20:44:42,Mammalia,Carnivora,Felidae,Felis,catus,1,9/24/2018,12/19/2018,Bushnell,119327,No,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,,,9/24/2018,22:54:56,Mammalia,Carnivora,Felidae,Felis,catus,1,9/24/2018,12/19/2018,Bushnell,119327,No,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,,,9/26/2018,18:34:44,Mammalia,Carnivora,Felidae,Felis,catus,1,9/24/2018,12/19/2018,Bushnell,119327,No,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,,,9/26/2018,18:34:49,Mammalia,Carnivora,Felidae,Felis,catus,1,9/24/2018,12/19/2018,Bushnell,119327,No,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,,,9/26/2018,18:34:50,Mammalia,Carnivora,Felidae,Felis,catus,1,9/24/2018,12/19/2018,Bushnell,119327,No,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,,,9/30/2018,4:01:00,Mammalia,Carnivora,Felidae,Felis,catus,1,9/24/2018,12/19/2018,Bushnell,119327,No,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,UWIN Season Fall 1,Season Fall 1,10/3/2018,11:37:23,Mammalia,Carnivora,Felidae,Felis,catus,1,9/24/2018,12/19/2018,Bushnell,119327,No,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,UWIN Season Fall 1,Season Fall 1,10/3/2018,11:37:28,Mammalia,Carnivora,Felidae,Felis,catus,1,9/24/2018,12/19/2018,Bushnell,119327,No,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,UWIN Season Fall 1,Season Fall 1,10/6/2018,10:03:27,Mammalia,Carnivora,Felidae,Felis,catus,1,9/24/2018,12/19/2018,Bushnell,119327,No,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,UWIN Season Fall 1,Season Fall 1,10/6/2018,10:03:32,Mammalia,Carnivora,Felidae,Felis,catus,1,9/24/2018,12/19/2018,Bushnell,119327,No,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,UWIN Season Fall 1,Season Fall 1,10/6/2018,10:03:34,Mammalia,Carnivora,Felidae,Felis,catus,1,9/24/2018,12/19/2018,Bushnell,119327,No,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,UWIN Season Fall 1,Season Fall 1,10/8/2018,16:04:56,Mammalia,Carnivora,Felidae,Felis,catus,1,9/24/2018,12/19/2018,Bushnell,119327,No,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALB02DAI1,Canada,GMT-6,337706.8513,5930887.66,12U,UWIN Season Summer 1,Season Summer 1,7/29/2018,8:46:52,Mammalia,Carnivora,Felidae,Felis,catus,1,6/28/2018,8/1/2018,RECONYX,PC900 PROFESSIONAL,No,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALB03STB1,Canada,GMT-6,340593.8371,5925828.894,12U,UWIN Season Summer 2,Season Summer 2,7/26/2019,7:29:44,Mammalia,Carnivora,Felidae,Felis,catus,1,6/28/2019,10/22/2019,RECONYX,HF2 PRO COVERT,No,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALB03STB1,Canada,GMT-6,340593.8371,5925828.894,12U,UWIN Season Summer 2,Season Summer 2,7/26/2019,7:29:45,Mammalia,Carnivora,Felidae,Felis,catus,1,6/28/2019,10/22/2019,RECONYX,HF2 PRO COVERT,No,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALB03STB1,Canada,GMT-6,340593.8371,5925828.894,12U,UWIN Season Summer 2,Season Summer 2,7/26/2019,7:29:45,Mammalia,Carnivora,Felidae,Felis,catus,1,6/28/2019,10/22/2019,RECONYX,HF2 PRO COVERT,No,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,UWIN Season Fall 1,Season Fall 1,10/2/2018,16:08:59,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/23/2018,RECONYX,PC900 PROFESSIONAL,No,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,UWIN Season Fall 1,Season Fall 1,10/2/2018,16:09:00,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/23/2018,RECONYX,PC900 PROFESSIONAL,No,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,UWIN Season Fall 1,Season Fall 1,10/2/2018,16:09:01,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/23/2018,RECONYX,PC900 PROFESSIONAL,No,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,UWIN Season Fall 1,Season Fall 1,10/5/2018,18:11:13,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/23/2018,RECONYX,PC900 PROFESSIONAL,No,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,UWIN Season Fall 1,Season Fall 1,10/5/2018,18:11:14,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/23/2018,RECONYX,PC900 PROFESSIONAL,No,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL2,Canada,GMT-6,330467.9823,5941234.956,12U,,,3/29/2019,8:11:19,Mammalia,Carnivora,Felidae,Felis,catus,1,12/30/2018,3/31/2019,RECONYX,PC900 PROFESSIONAL,No,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL2,Canada,GMT-6,330467.9823,5941234.956,12U,,,3/29/2019,8:11:21,Mammalia,Carnivora,Felidae,Felis,catus,1,12/30/2018,3/31/2019,RECONYX,PC900 PROFESSIONAL,No,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL2,Canada,GMT-6,330467.9823,5941234.956,12U,,,3/29/2019,8:11:22,Mammalia,Carnivora,Felidae,Felis,catus,1,12/30/2018,3/31/2019,RECONYX,PC900 PROFESSIONAL,No,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA02BEL1,Canada,GMT-6,338848.8233,5940990.313,12U,UWIN Season Summer 1,Season Summer 1,7/4/2018,0:11:19,Mammalia,Carnivora,Felidae,Felis,catus,1,6/28/2018,8/1/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA02BEL1,Canada,GMT-6,338848.8233,5940990.313,12U,UWIN Season Summer 1,Season Summer 1,7/4/2018,0:11:19,Mammalia,Carnivora,Felidae,Felis,catus,1,6/28/2018,8/1/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA02BEL1,Canada,GMT-6,338848.8233,5940990.313,12U,UWIN Season Summer 1,Season Summer 1,7/4/2018,0:11:20,Mammalia,Carnivora,Felidae,Felis,catus,1,6/28/2018,8/1/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA02RVR1,Canada,GMT-6,340766.7907,5936966.78,12U,,,9/25/2018,20:21:20,Mammalia,Carnivora,Felidae,Felis,catus,1,9/24/2018,12/29/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA02RVR1,Canada,GMT-6,340766.7907,5936966.78,12U,,,9/25/2018,20:21:21,Mammalia,Carnivora,Felidae,Felis,catus,1,9/24/2018,12/29/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA02RVR1,Canada,GMT-6,340766.7907,5936966.78,12U,,,9/25/2018,20:21:22,Mammalia,Carnivora,Felidae,Felis,catus,1,9/24/2018,12/29/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA02RVR1,Canada,GMT-6,340766.7907,5936966.78,12U,,,9/28/2018,16:33:28,Mammalia,Carnivora,Felidae,Felis,catus,1,9/24/2018,12/29/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA02RVR1,Canada,GMT-6,340766.7907,5936966.78,12U,,,9/28/2018,16:33:29,Mammalia,Carnivora,Felidae,Felis,catus,1,9/24/2018,12/29/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA02RVR1,Canada,GMT-6,340766.7907,5936966.78,12U,,,9/28/2018,16:33:30,Mammalia,Carnivora,Felidae,Felis,catus,1,9/24/2018,12/29/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA02RVR1,Canada,GMT-6,340766.7907,5936966.78,12U,UWIN Season Fall 1,Season Fall 1,10/1/2018,9:01:11,Mammalia,Carnivora,Felidae,Felis,catus,1,9/24/2018,12/29/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA02RVR1,Canada,GMT-6,340766.7907,5936966.78,12U,UWIN Season Fall 1,Season Fall 1,10/1/2018,9:01:12,Mammalia,Carnivora,Felidae,Felis,catus,1,9/24/2018,12/29/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA02RVR1,Canada,GMT-6,340766.7907,5936966.78,12U,UWIN Season Fall 1,Season Fall 1,10/1/2018,9:01:12,Mammalia,Carnivora,Felidae,Felis,catus,1,9/24/2018,12/29/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA02RVR1,Canada,GMT-6,340766.7907,5936966.78,12U,UWIN Season Fall 1,Season Fall 1,10/2/2018,19:56:28,Mammalia,Carnivora,Felidae,Felis,catus,1,9/24/2018,12/29/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA02RVR1,Canada,GMT-6,340766.7907,5936966.78,12U,UWIN Season Fall 1,Season Fall 1,10/2/2018,19:56:29,Mammalia,Carnivora,Felidae,Felis,catus,1,9/24/2018,12/29/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA02RVR1,Canada,GMT-6,340766.7907,5936966.78,12U,UWIN Season Fall 1,Season Fall 1,10/2/2018,19:56:29,Mammalia,Carnivora,Felidae,Felis,catus,1,9/24/2018,12/29/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA02RVR1,Canada,GMT-6,340766.7907,5936966.78,12U,UWIN Season Fall 1,Season Fall 1,10/15/2018,4:08:17,Mammalia,Carnivora,Felidae,Felis,catus,1,9/24/2018,12/29/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA02RVR1,Canada,GMT-6,340766.7907,5936966.78,12U,UWIN Season Fall 1,Season Fall 1,10/15/2018,4:08:18,Mammalia,Carnivora,Felidae,Felis,catus,1,9/24/2018,12/29/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA02RVR1,Canada,GMT-6,340766.7907,5936966.78,12U,UWIN Season Fall 1,Season Fall 1,10/15/2018,4:08:19,Mammalia,Carnivora,Felidae,Felis,catus,1,9/24/2018,12/29/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA02RVR1,Canada,GMT-6,340766.7907,5936966.78,12U,UWIN Season Fall 1,Season Fall 1,10/15/2018,4:09:51,Mammalia,Carnivora,Felidae,Felis,catus,1,9/24/2018,12/29/2018,RECONYX,PC900 PROFESSIONAL,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALB03STB1,Canada,GMT-6,340593.8371,5925828.894,12U,UWIN Season Summer 2,Season Summer 2,7/10/2019,22:46:16,Mammalia,Carnivora,Felidae,Felis,catus,1,6/28/2019,10/22/2019,RECONYX,HF2 PRO COVERT,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALB03STB1,Canada,GMT-6,340593.8371,5925828.894,12U,UWIN Season Summer 2,Season Summer 2,7/10/2019,22:46:17,Mammalia,Carnivora,Felidae,Felis,catus,1,6/28/2019,10/22/2019,RECONYX,HF2 PRO COVERT,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALB03STB1,Canada,GMT-6,340593.8371,5925828.894,12U,UWIN Season Summer 2,Season Summer 2,7/15/2019,0:13:51,Mammalia,Carnivora,Felidae,Felis,catus,1,6/28/2019,10/22/2019,RECONYX,HF2 PRO COVERT,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALB03STB1,Canada,GMT-6,340593.8371,5925828.894,12U,UWIN Season Summer 2,Season Summer 2,7/22/2019,1:19:56,Mammalia,Carnivora,Felidae,Felis,catus,1,6/28/2019,10/22/2019,RECONYX,HF2 PRO COVERT,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALB03STB1,Canada,GMT-6,340593.8371,5925828.894,12U,UWIN Season Summer 2,Season Summer 2,7/22/2019,1:57:48,Mammalia,Carnivora,Felidae,Felis,catus,1,6/28/2019,10/22/2019,RECONYX,HF2 PRO COVERT,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALB03STB1,Canada,GMT-6,340593.8371,5925828.894,12U,UWIN Season Summer 2,Season Summer 2,7/22/2019,1:57:48,Mammalia,Carnivora,Felidae,Felis,catus,1,6/28/2019,10/22/2019,RECONYX,HF2 PRO COVERT,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALB03STB1,Canada,GMT-6,340593.8371,5925828.894,12U,UWIN Season Summer 2,Season Summer 2,7/22/2019,1:57:49,Mammalia,Carnivora,Felidae,Felis,catus,1,6/28/2019,10/22/2019,RECONYX,HF2 PRO COVERT,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALB03STB1,Canada,GMT-6,340593.8371,5925828.894,12U,UWIN Season Summer 2,Season Summer 2,7/22/2019,2:18:51,Mammalia,Carnivora,Felidae,Felis,catus,1,6/28/2019,10/22/2019,RECONYX,HF2 PRO COVERT,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALB03STB1,Canada,GMT-6,340593.8371,5925828.894,12U,UWIN Season Summer 2,Season Summer 2,7/22/2019,2:18:52,Mammalia,Carnivora,Felidae,Felis,catus,1,6/28/2019,10/22/2019,RECONYX,HF2 PRO COVERT,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
UWIN Edmonton,Stevenson,EDALB03STB1,Canada,GMT-6,340593.8371,5925828.894,12U,UWIN Season Summer 2,Season Summer 2,7/22/2019,23:43:54,Mammalia,Carnivora,Felidae,Felis,catus,1,6/28/2019,10/22/2019,RECONYX,HF2 PRO COVERT,Yes,Yes,Synthetic Fatty Acid Survey Disk (Pocatello Supply),3,,Domestic cat
