General Project,Contact Person's Last Name,Site Name,Country,Timezone,Easting,Northing,UTM zone,General Sampling Period Name,General Sampling Period Name,Photo Date,Photo Time,Class,Order,Family,Genus,Species,Number of Animals,Camera Start Date and Time,Camera End Date and Time,Camera Make,Camera Model,Flash (Yes or No),Baited_unbaited,Bait type (if applicable),Photos per trigger,Species Diet Description,Common Name
UWIN Edmonton,Stevenson,EDALA03BAN1,Canada,GMT-6,343661.0691,5942626.116,12U,,,6/16/2018,0:00:09,Mammalia,Carnivora,Felidae,Felis,catus,1,5/24/2018,6/29/2018,RECONYX,PC900 PROFESSIONAL,Yes,No,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02HUS1,Canada,GMT-6,327642.96,5941822.19,12U,,,11/20/2018,18:40:00,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/29/2018,RECONYX,PC900 PROFESSIONAL,Yes,No,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02HUS1,Canada,GMT-6,327642.96,5941822.19,12U,,,11/20/2018,18:40:01,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/29/2018,RECONYX,PC900 PROFESSIONAL,Yes,No,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02HUS1,Canada,GMT-6,327642.96,5941822.19,12U,,,11/20/2018,18:40:03,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/29/2018,RECONYX,PC900 PROFESSIONAL,Yes,No,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02HUS1,Canada,GMT-6,327642.96,5941822.19,12U,,,11/26/2018,8:23:14,Mammalia,Carnivora,Felidae,Felis,catus,1,9/28/2018,12/29/2018,RECONYX,PC900 PROFESSIONAL,Yes,No,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,UWIN Season Summer 1,Season Summer 1,7/1/2018,3:29:10,Mammalia,Carnivora,Felidae,Felis,catus,1,6/25/2018,7/1/2018,RECONYX,PC900 PROFESSIONAL,Yes,No,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,UWIN Season Summer 1,Season Summer 1,7/1/2018,3:29:11,Mammalia,Carnivora,Felidae,Felis,catus,1,6/25/2018,7/1/2018,RECONYX,PC900 PROFESSIONAL,Yes,No,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALD02WEL1,Canada,GMT-6,330865.5468,5941358.545,12U,UWIN Season Summer 1,Season Summer 1,7/1/2018,3:29:12,Mammalia,Carnivora,Felidae,Felis,catus,1,6/25/2018,7/1/2018,RECONYX,PC900 PROFESSIONAL,Yes,No,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,UWIN Season Fall 1,Season Fall 1,10/15/2018,15:28:14,Mammalia,Carnivora,Felidae,Felis,catus,1,9/24/2018,12/19/2018,Bushnell,119327,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,UWIN Season Fall 1,Season Fall 1,10/18/2018,6:24:43,Mammalia,Carnivora,Felidae,Felis,catus,1,9/24/2018,12/19/2018,Bushnell,119327,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,UWIN Season Fall 1,Season Fall 1,10/18/2018,16:56:03,Mammalia,Carnivora,Felidae,Felis,catus,1,9/24/2018,12/19/2018,Bushnell,119327,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,UWIN Season Fall 1,Season Fall 1,10/18/2018,16:56:08,Mammalia,Carnivora,Felidae,Felis,catus,1,9/24/2018,12/19/2018,Bushnell,119327,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,UWIN Season Fall 1,Season Fall 1,10/20/2018,6:43:49,Mammalia,Carnivora,Felidae,Felis,catus,1,9/24/2018,12/19/2018,Bushnell,119327,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,UWIN Season Fall 1,Season Fall 1,10/28/2018,23:40:27,Mammalia,Carnivora,Felidae,Felis,catus,1,9/24/2018,12/19/2018,Bushnell,119327,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,UWIN Season Fall 1,Season Fall 1,10/29/2018,17:38:31,Mammalia,Carnivora,Felidae,Felis,catus,1,9/24/2018,12/19/2018,Bushnell,119327,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,,,9/1/2020,11:30:17,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,,,9/1/2020,11:30:18,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,,,9/1/2020,11:30:18,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,,,9/12/2020,14:05:03,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,,,9/12/2020,14:05:04,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,,,9/12/2020,14:05:05,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,,,9/17/2020,13:29:23,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,,,9/17/2020,13:29:24,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,,,9/17/2020,13:29:25,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,,,9/17/2020,13:30:08,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,,,9/17/2020,13:30:09,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,,,9/17/2020,13:30:10,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,,,9/21/2020,18:17:00,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,,,9/21/2020,18:17:01,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,,,9/21/2020,18:17:02,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,,,9/22/2020,17:26:58,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,UWIN Season Fall 3,Season Fall 3,10/2/2020,10:52:55,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,UWIN Season Fall 3,Season Fall 3,10/2/2020,10:52:56,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,UWIN Season Fall 3,Season Fall 3,10/2/2020,10:52:57,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,UWIN Season Fall 3,Season Fall 3,10/2/2020,10:56:54,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,UWIN Season Fall 3,Season Fall 3,10/2/2020,10:56:55,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,UWIN Season Fall 3,Season Fall 3,10/2/2020,10:56:56,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,UWIN Season Fall 3,Season Fall 3,10/2/2020,14:10:13,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,UWIN Season Fall 3,Season Fall 3,10/2/2020,14:10:13,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,UWIN Season Fall 3,Season Fall 3,10/2/2020,14:10:14,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,UWIN Season Fall 3,Season Fall 3,10/2/2020,14:12:15,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,UWIN Season Fall 3,Season Fall 3,10/2/2020,14:12:16,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,UWIN Season Fall 3,Season Fall 3,10/2/2020,14:12:17,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,UWIN Season Fall 3,Season Fall 3,10/9/2020,13:13:50,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,UWIN Season Fall 3,Season Fall 3,10/9/2020,13:13:52,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,UWIN Season Fall 3,Season Fall 3,10/9/2020,13:13:52,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,UWIN Season Fall 3,Season Fall 3,10/9/2020,13:30:51,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,UWIN Season Fall 3,Season Fall 3,10/9/2020,13:30:52,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,UWIN Season Fall 3,Season Fall 3,10/9/2020,13:30:52,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,UWIN Season Fall 3,Season Fall 3,10/10/2020,12:37:59,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,UWIN Season Fall 3,Season Fall 3,10/10/2020,12:38:00,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,UWIN Season Fall 3,Season Fall 3,10/10/2020,12:38:01,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,UWIN Season Fall 3,Season Fall 3,10/11/2020,14:23:48,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,UWIN Season Fall 3,Season Fall 3,10/19/2020,13:31:03,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,UWIN Season Fall 3,Season Fall 3,10/19/2020,13:31:04,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,UWIN Season Fall 3,Season Fall 3,10/19/2020,13:31:05,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,UWIN Season Fall 3,Season Fall 3,10/20/2020,16:01:12,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,UWIN Season Fall 3,Season Fall 3,10/20/2020,16:01:13,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH1,Canada,GMT-6,345886.2623,5949536.804,12U,UWIN Season Fall 3,Season Fall 3,10/20/2020,16:01:14,Mammalia,Carnivora,Felidae,Felis,catus,1,8/3/2020,12/3/2020,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,,,8/10/2019,14:25:07,Mammalia,Carnivora,Felidae,Felis,catus,1,8/2/2019,9/30/2019,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,,,8/10/2019,14:25:09,Mammalia,Carnivora,Felidae,Felis,catus,1,8/2/2019,9/30/2019,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,,,8/10/2019,14:25:10,Mammalia,Carnivora,Felidae,Felis,catus,1,8/2/2019,9/30/2019,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,,,8/10/2019,14:25:14,Mammalia,Carnivora,Felidae,Felis,catus,1,8/2/2019,9/30/2019,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,,,8/10/2019,14:25:15,Mammalia,Carnivora,Felidae,Felis,catus,1,8/2/2019,9/30/2019,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,,,8/10/2019,14:25:16,Mammalia,Carnivora,Felidae,Felis,catus,1,8/2/2019,9/30/2019,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,,,8/10/2019,14:25:39,Mammalia,Carnivora,Felidae,Felis,catus,1,8/2/2019,9/30/2019,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,,,8/10/2019,14:25:40,Mammalia,Carnivora,Felidae,Felis,catus,1,8/2/2019,9/30/2019,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,,,8/10/2019,14:25:41,Mammalia,Carnivora,Felidae,Felis,catus,1,8/2/2019,9/30/2019,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,,,8/10/2019,14:26:06,Mammalia,Carnivora,Felidae,Felis,catus,1,8/2/2019,9/30/2019,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,,,8/10/2019,14:26:07,Mammalia,Carnivora,Felidae,Felis,catus,1,8/2/2019,9/30/2019,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,,,8/10/2019,14:26:08,Mammalia,Carnivora,Felidae,Felis,catus,1,8/2/2019,9/30/2019,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,,,8/10/2019,14:28:14,Mammalia,Carnivora,Felidae,Felis,catus,1,8/2/2019,9/30/2019,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,,,8/10/2019,14:28:15,Mammalia,Carnivora,Felidae,Felis,catus,1,8/2/2019,9/30/2019,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,,,8/10/2019,14:28:16,Mammalia,Carnivora,Felidae,Felis,catus,1,8/2/2019,9/30/2019,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,,,8/10/2019,14:29:41,Mammalia,Carnivora,Felidae,Felis,catus,1,8/2/2019,9/30/2019,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,,,8/10/2019,14:29:42,Mammalia,Carnivora,Felidae,Felis,catus,1,8/2/2019,9/30/2019,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,,,8/10/2019,14:29:43,Mammalia,Carnivora,Felidae,Felis,catus,1,8/2/2019,9/30/2019,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,,,8/10/2019,14:29:54,Mammalia,Carnivora,Felidae,Felis,catus,1,8/2/2019,9/30/2019,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,,,8/10/2019,14:29:55,Mammalia,Carnivora,Felidae,Felis,catus,1,8/2/2019,9/30/2019,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,,,8/10/2019,14:29:56,Mammalia,Carnivora,Felidae,Felis,catus,1,8/2/2019,9/30/2019,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,,,8/10/2019,14:32:15,Mammalia,Carnivora,Felidae,Felis,catus,1,8/2/2019,9/30/2019,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,,,8/10/2019,14:32:16,Mammalia,Carnivora,Felidae,Felis,catus,1,8/2/2019,9/30/2019,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,,,8/10/2019,14:33:01,Mammalia,Carnivora,Felidae,Felis,catus,1,8/2/2019,9/30/2019,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,,,8/10/2019,14:33:02,Mammalia,Carnivora,Felidae,Felis,catus,1,8/2/2019,9/30/2019,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,,,8/10/2019,14:33:03,Mammalia,Carnivora,Felidae,Felis,catus,1,8/2/2019,9/30/2019,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,,,8/10/2019,14:33:27,Mammalia,Carnivora,Felidae,Felis,catus,1,8/2/2019,9/30/2019,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,,,8/10/2019,14:33:28,Mammalia,Carnivora,Felidae,Felis,catus,1,8/2/2019,9/30/2019,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,,,8/10/2019,14:33:29,Mammalia,Carnivora,Felidae,Felis,catus,1,8/2/2019,9/30/2019,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,,,9/13/2019,16:29:36,Mammalia,Carnivora,Felidae,Felis,catus,1,8/2/2019,9/30/2019,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA04HOH2,Canada,GMT-6,345689.2159,5949576.68,12U,,,9/13/2019,16:29:37,Mammalia,Carnivora,Felidae,Felis,catus,1,8/2/2019,9/30/2019,RECONYX,HF2 PRO COVERT,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA01VIP1,Canada,GMT-6,337143.2246,5937636.191,12U,UWIN Season Summer 1,Season Summer 1,7/8/2018,13:15:57,Mammalia,Carnivora,Felidae,Felis,catus,1,6/29/2018,8/1/2018,RECONYX,PC900 PROFESSIONAL,No,Unknown,,3,,Domestic cat
UWIN Edmonton,Stevenson,EDALA01VIP1,Canada,GMT-6,337143.2246,5937636.191,12U,UWIN Season Summer 1,Season Summer 1,7/12/2018,10:22:39,Mammalia,Carnivora,Felidae,Felis,catus,1,6/29/2018,8/1/2018,RECONYX,PC900 PROFESSIONAL,No,Unknown,,3,,Domestic cat
