system:index,city,mean,site,unique_id,.geo
00000000000000000463,deio,0.4116612511792,DEIO25,1124,"{""type"":""Polygon"",""coordinates"":[[[-93.44188502819443,41.542702567833004],[-93.44524323582564,41.54234436412403],[-93.44833402581443,41.54129827737094],[-93.45091129953256,41.53964760660832],[-93.45276988921121,41.537523785395805],[-93.4537618945224,41.53509590716741],[-93.45380844187996,41.532557253764],[-93.45290593466541,41.530109903107835],[-93.4511263056432,41.52794864345882],[-93.44861126204471,41.52624547478011],[-93.44556099047449,41.52513592886999],[-93.44221822545838,41.52470829364257],[-93.43884894870801,41.524996595371675],[-93.43572124891067,41.52597789440659],[-93.43308401485055,41.52757410830948],[-93.43114714760893,41.52965821818359],[-93.43006485954581,41.53206436698418],[-93.42992338724063,41.534601049850664],[-93.43073410009809,41.53706635021866],[-93.43243256157757,41.53926401131435],[-93.4348836283082,41.54101906407657],[-93.43789219058029,41.54219176569044],[-93.44121870456325,41.54268873579422],[-93.44188502819443,41.542702567833004]]]}"
00000000000000000464,deio,0.8490220560050158,DEIO26,1125,"{""type"":""Polygon"",""coordinates"":[[[-93.61248577539821,41.60887562746614],[-93.61584742533203,41.60851742364338],[-93.61894138326599,41.60747133658449],[-93.62152129816255,41.60582066541947],[-93.62338179195883,41.60369684383359],[-93.62437481290482,41.601268965377386],[-93.62442140687206,41.59873031196279],[-93.62351797389631,41.596282961515556],[-93.62173652074536,41.59412170223035],[-93.61921890001479,41.592418533956796],[-93.61616550341242,41.591308988366805],[-93.6128193139914,41.59088135327458],[-93.60944658570249,41.59116965491181],[-93.60631568162052,41.59215095365643],[-93.6036757453353,41.59374716716114],[-93.60173689294885,41.595831276653435],[-93.60065349496527,41.59823742520771],[-93.6005118766038,41.60077410804026],[-93.60132341925834,41.60323940859729],[-93.6030236206594,41.605437070046044],[-93.60547719912022,41.60719212321514],[-93.60848884498125,41.60836482516273],[-93.61181876874929,41.60886179542288],[-93.61248577539821,41.60887562746614]]]}"
00000000000000000465,dftx,0.7749036477995921,AC,1126,"{""type"":""Polygon"",""coordinates"":[[[-97.38014970129468,32.788706857234395],[-97.3831395586962,32.788348666860564],[-97.38589135593121,32.787302615950175],[-97.38818600350184,32.785651992349294],[-97.3898408365976,32.78352821489703],[-97.39072415859893,32.781100363370335],[-97.39076571535031,32.778561711278726],[-97.38996226919703,32.776114336137546],[-97.3883778347756,32.77395303384906],[-97.38613856463182,32.772249817681825],[-97.38342269763812,32.771140234250645],[-97.38044637337975,32.770712583175246],[-97.3774464409937,32.77100089567343],[-97.3746616266497,32.771982228734956],[-97.37231355229757,32.77357848930666],[-97.3705891099319,32.775662643931305],[-97.36962558958895,32.77806882160047],[-97.36949974344809,32.78060550844364],[-97.37022165890409,32.78307078665301],[-97.37173393375416,32.78526840636805],[-97.37391622597487,32.78702341144154],[-97.37659482199734,32.788196073943354],[-97.37955646527028,32.78869302572059],[-97.38014970129468,32.788706857234395]]]}"
00000000000000000466,dftx,0.704494534420366,ACP,1127,"{""type"":""Polygon"",""coordinates"":[[[-97.53411800156911,32.892162460775396],[-97.53711134551611,32.89180427026054],[-97.53986635142041,32.89075821897111],[-97.54216367413527,32.88910759487147],[-97.5438204358529,32.88698381695642],[-97.54470478657987,32.884555965147335],[-97.5447463905738,32.88201731304183],[-97.54394200678075,32.87956993815958],[-97.54235572478346,32.87740863632202],[-97.54011384435708,32.87570542065701],[-97.53739481211636,32.87459583762264],[-97.53441501937692,32.87416818671486],[-97.53141159102607,32.87445649909915],[-97.52862353116049,32.87543783180081],[-97.52627271982016,32.877034091878954],[-97.52454626678819,32.87911824603033],[-97.52358162227544,32.88152442339422],[-97.52345562823294,32.884061110195354],[-97.5241783841885,32.88652638863908],[-97.5256924213558,32.88872400879174],[-97.52787725761121,32.890479014369554],[-97.53055897686473,32.891651677285004],[-97.53352407374861,32.89214862925605],[-97.53411800156911,32.892162460775396]]]}"
00000000000000000467,dftx,0.8506095041246975,BSP,1128,"{""type"":""Polygon"",""coordinates"":[[[-97.37692131213198,32.81373133234633],[-97.37991201124173,32.81337314193842],[-97.38266458310116,32.81232709093643],[-97.38495987649465,32.810676467215],[-97.38661517519074,32.80855268965091],[-97.38749874554294,32.806124838055965],[-97.3875403136994,32.803586185960995],[-97.38673664118475,32.801138810882385],[-97.38515176072876,32.79897750870288],[-97.38291186042075,32.79727429265702],[-97.38019522928553,32.79616470932174],[-97.37721806768009,32.79573705828685],[-97.37421729131192,32.796025370757505],[-97.37143169344684,32.79700670373207],[-97.36908295834174,32.79860296418448],[-97.36735803056885,32.80068711869475],[-97.36639423883318,32.80309329629014],[-97.36626835698644,32.805629983123154],[-97.36699047535251,32.80809526138917],[-97.36850317565428,32.81029288120996],[-97.37068608204589,32.81204788640533],[-97.37336543206663,32.81322054900711],[-97.37632790909687,32.813717500831196],[-97.37692131213198,32.81373133234633]]]}"
00000000000000000468,dftx,0.7396032721508858,Burris,1129,"{""type"":""Polygon"",""coordinates"":[[[-97.53479578492923,32.90487981697981],[-97.53778955869772,32.90452162644761],[-97.5405449601669,32.90347557511151],[-97.54284261267368,32.90182495095049],[-97.5444996121519,32.899701172978475],[-97.54538408970028,32.89727332113462],[-97.5454256995183,32.894734669027414],[-97.54462120013301,32.89228729417703],[-97.5430346903665,32.890125992394985],[-97.54079248814433,32.88842277679179],[-97.53807306569176,32.887313193806264],[-97.53509284535778,32.88688554291911],[-97.53208898602418,32.887173855289376],[-97.5293005260505,32.888155187946744],[-97.52694937729412,32.88975144796414],[-97.52522267638713,32.89183560205726],[-97.52425789328672,32.89424177938357],[-97.52413188101092,32.89677846617953],[-97.52485474058335,32.899243744652104],[-97.52636899500922,32.901441364858634],[-97.52855414489335,32.903196370498534],[-97.53123624917892,32.90436903346488],[-97.5342017718241,32.90486598545978],[-97.53479578492923,32.90487981697981]]]}"
00000000000000000469,dftx,0.7135181938496867,CP2,1130,"{""type"":""Polygon"",""coordinates"":[[[-97.54949744110243,32.90229799746987],[-97.55249112758861,32.90193980694119],[-97.55524644873186,32.90089375561457],[-97.55754403426896,32.89924313146601],[-97.55920098546599,32.89711935350556],[-97.5600854372612,32.89469150166877],[-97.56012704589655,32.8921528495619],[-97.55932256998416,32.88970547470505],[-97.55773610646993,32.88754417291174],[-97.55549396959367,32.88584095729598],[-97.55277462638004,32.88473137430054],[-97.54979449287615,32.88430372340919],[-97.54679072106067,32.88459203578232],[-97.54400234233552,32.88557336844869],[-97.54165126209699,32.887169628478404],[-97.53992461152511,32.88925378258336],[-97.53895985656719,32.89165995991729],[-97.53883384799396,32.89419664671431],[-97.5395566865253,32.89666192518102],[-97.54107089683323,32.89885954537662],[-97.5432559830299,32.90061455100391],[-97.54593800912839,32.90178721395992],[-97.54890344531574,32.90228416594998],[-97.54949744110243,32.90229799746987]]]}"
0000000000000000046a,dftx,0.9010930964114438,FPP,1131,"{""type"":""Polygon"",""coordinates"":[[[-97.35226694240747,32.728727488964495],[-97.35525478662527,32.72836929867227],[-97.35800473112648,32.727323247981225],[-97.36029783402883,32.72567262466897],[-97.36195155350961,32.72354884748453],[-97.36283428150959,32.72112099612126],[-97.3628758109827,32.71858234403769],[-97.36207290623686,32.716134968746665],[-97.36048953863344,32.713973666197234],[-97.35825177570582,32.71227044973936],[-97.3555377363729,32.711160866078544],[-97.3525634148671,32.710733214906156],[-97.34956550110309,32.711021527470244],[-97.34678256077157,32.71200286074002],[-97.34443606679727,32.71359912159733],[-97.34271278542047,32.71568327649585],[-97.34174991419016,32.71808945434169],[-97.3416241534502,32.72062614120919],[-97.34234558358942,32.72309141928294],[-97.3438568408513,32.72528903874473],[-97.34603766410835,32.72704404352636],[-97.34871445673039,32.728216705788824],[-97.35167410583654,32.72871365745391],[-97.35226694240747,32.728727488964495]]]}"
0000000000000000046b,dftx,0.8882079136885589,FPT,1132,"{""type"":""Polygon"",""coordinates"":[[[-97.357149658061,32.737690282081914],[-97.360137802731,32.73733209177751],[-97.36288802373852,32.7362860410537],[-97.36518135717074,32.73463541769834],[-97.36683524285,32.7325116404739],[-97.3677180595001,32.730083789086216],[-97.36775959304427,32.72754513700145],[-97.36695660749751,32.72509776173281],[-97.3653730806797,32.722936459222346],[-97.36313509281165,32.72123324280787],[-97.36042078071442,32.72012365918136],[-97.35744616031319,32.719696008023455],[-97.35444794528534,32.7199843205777],[-97.35166472527187,32.72096565381638],[-97.34931799543834,32.72256191463104],[-97.34759454079285,32.72464606948864],[-97.34663157268746,32.7270522473081],[-97.34650579920205,32.729588934171964],[-97.34722730177107,32.73205421226597],[-97.34873871090016,32.734251831765576],[-97.35091975338875,32.73600683659082],[-97.35359681515448,32.73717949888902],[-97.3565567618747,32.73767645057085],[-97.357149658061,32.737690282081914]]]}"
0000000000000000046c,dftx,0.5412397226963676,FWNCR OM,1133,"{""type"":""Polygon"",""coordinates"":[[[-97.47620319708695,32.84219823347153],[-97.47919485496273,32.84184004302483],[-97.48194830917494,32.84079399191857],[-97.48424433820702,32.83914336805994],[-97.4859001672553,32.83701959036854],[-97.48678402049701,32.834591738695906],[-97.4868256016447,32.83205308659712],[-97.48602167128823,32.82960571158974],[-97.48443628276686,32.82744440953429],[-97.48219566465662,32.82574119362657],[-97.47947816310935,32.82463161040046],[-97.47650004770544,32.82420395941167],[-97.47349830998105,32.824492271851],[-97.4707118196292,32.82547360472657],[-97.46836233187904,32.827069865043214],[-97.4666368511925,32.829154019423285],[-97.46567275032109,32.831560196934696],[-97.46554682780283,32.834096883756146],[-97.46626917729807,32.83656216208662],[-97.46778236221989,32.83875978202781],[-97.46996596819623,32.840514787361926],[-97.47264617707506,32.84168745007747],[-97.47560960381463,32.842184401954874],[-97.47620319708695,32.84219823347153]]]}"
0000000000000000046d,dftx,0.5163633159181229,FWNCR SR,1134,"{""type"":""Polygon"",""coordinates"":[[[-97.49479764847982,32.8621036605741],[-97.49778997757518,32.86174547010027],[-97.50054404951108,32.86069941892105],[-97.50284059355414,32.85904879496644],[-97.5044967938951,32.85692501718597],[-97.50538084518409,32.854497165458994],[-97.50542243542678,32.85195851335753],[-97.50461832455863,32.84951113839998],[-97.50303258034738,32.84734983643131],[-97.50079145971308,32.84564662062025],[-97.49807334880165,32.8445370374705],[-97.49509456565586,32.84410938651397],[-97.49209215489849,32.84439769893138],[-97.48930503972825,32.845379031737686],[-97.48695502506106,32.846975291959346],[-97.48522915728694,32.84905944624835],[-97.48426483999363,32.851465623701],[-97.48413888900177,32.85400231051436],[-97.48486140030757,32.85646758888994],[-97.48637492450557,32.85866520891535],[-97.48855902025207,32.86042021434652],[-97.49123983040626,32.86159287714169],[-97.49420392202497,32.862089829056366],[-97.49479764847982,32.8621036605741]]]}"
0000000000000000046e,dftx,0.6008103500728179,HP,1135,"{""type"":""Polygon"",""coordinates"":[[[-97.50783160085905,32.86744566363614],[-97.5108241102018,32.86708747315501],[-97.51357834801942,32.86604142195621],[-97.51587503036207,32.86439079797584],[-97.5175313304089,32.86226702017146],[-97.51841543488096,32.85983916842989],[-97.518457027566,32.85730051632771],[-97.51765286822378,32.854853141383536],[-97.51606702849655,32.852691839438165],[-97.5138257729159,32.85098862365306],[-97.51110749836755,32.84987904052381],[-97.50812853590824,32.84945138957593],[-97.50512594441652,32.84973970198746],[-97.50233866145932,32.85072103477518],[-97.49998850529533,32.852317294971336],[-97.4982625335738,32.85440144923589],[-97.49729815816319,32.85680762667277],[-97.49717219952512,32.85934431348395],[-97.49789475428305,32.86180959187164],[-97.49940836958933,32.86400721191966],[-97.50159259685732,32.86576221737689],[-97.50427356847625,32.86693488019342],[-97.5072378386397,32.86743183211812],[-97.50783160085905,32.86744566363614]]]}"
0000000000000000046f,dftx,0.4162282183911844,HP1,1136,"{""type"":""Polygon"",""coordinates"":[[[-97.79209037481411,33.00124544984583],[-97.79508741436821,33.00088725918193],[-97.7978458213414,32.99984120749187],[-97.80014597960887,32.99819058286509],[-97.80180478559365,32.99606680446091],[-97.80269022673178,32.99363895235334],[-97.80273188080166,32.99110030023316],[-97.80192650314606,32.98865292562457],[-97.80033826278783,32.986491624263635],[-97.7980936155596,32.98478840912943],[-97.79537122827519,32.98367882651447],[-97.79238775907514,32.98325117578383],[-97.78938062513198,32.98353948804774],[-97.78658912513465,32.98452082036906],[-97.7842354126892,32.98611707992554],[-97.78250682842648,32.98820123357673],[-97.78154099233633,32.99060741061793],[-97.7814148415242,32.993144097374646],[-97.7821384883784,32.99560937606607],[-97.78365439353622,32.99780699668127],[-97.7858419263731,32.999562002792125],[-97.7885269561342,33.00073466614473],[-97.79149571371579,33.00123161832062],[-97.79209037481411,33.00124544984583]]]}"
00000000000000000470,dftx,0.44256541572293595,HP2,1137,"{""type"":""Polygon"",""coordinates"":[[[-97.7807419626331,32.99072643046076],[-97.78373864494394,32.990368239811254],[-97.78649672314602,32.98932218815987],[-97.78879660730911,32.98767156358397],[-97.7904552156807,32.985547785227006],[-97.79134055141205,32.98311993314826],[-97.7913822006412,32.98058128102949],[-97.79057691905929,32.97813390639448],[-97.78898886800994,32.97597260498753],[-97.78674448824015,32.97426938980209],[-97.78402242527778,32.973159807146644],[-97.7810393114702,32.972732156398905],[-97.77803253573556,32.973020468674434],[-97.77524136828548,32.97400180103247],[-97.77288793628117,32.97559806063931],[-97.77115955803814,32.977682214338785],[-97.77019383713419,32.98008839141114],[-97.77006770147649,32.98262507817214],[-97.77079126221014,32.98509035683965],[-97.7723069867949,32.9872879774102],[-97.77449425896134,32.989042983469595],[-97.77717896870561,32.99021564678001],[-97.78014737241854,32.99071259893611],[-97.7807419626331,32.99072643046076]]]}"
00000000000000000471,dftx,0.4888438327031002,Harms,1138,"{""type"":""Polygon"",""coordinates"":[[[-97.64009299720531,32.97460678015255],[-97.6430891324274,32.97424858952509],[-97.64584670714343,32.97320253793295],[-97.64814617153816,32.971551913435015],[-97.64980447728134,32.9694281351504],[-97.65068965159081,32.967000283115794],[-97.65073129340682,32.964461630999196],[-97.6499261589539,32.96201425632372],[-97.64833839781558,32.95985295484627],[-97.64609442763647,32.95814973958232],[-97.64337286134672,32.957040156864856],[-97.64039029179355,32.956612506090906],[-97.63738406462592,32.95690081838425],[-97.6345934064447,32.95788215079853],[-97.632240403913,32.959478410482525],[-97.63051234117223,32.96156256425598],[-97.62954679666652,32.96396874137606],[-97.62942068421658,32.96650542814361],[-97.63014411306371,32.9689707067745],[-97.63165956111565,32.971168327276644],[-97.63384643408665,32.972923333257214],[-97.63653065375135,32.97409599650296],[-97.63949851554344,32.974592948628775],[-97.64009299720531,32.97460678015255]]]}"
00000000000000000472,dftx,0.48568097173260794,Harms2,1139,"{""type"":""Polygon"",""coordinates"":[[[-97.63238321148388,32.97024577932228],[-97.635379198772,32.96988758870078],[-97.6381366373443,32.968841537124675],[-97.64043598823274,32.96719091264782],[-97.64209421214454,32.96506713438277],[-97.64297934280519,32.9626392823601],[-97.64302098261668,32.96010063024409],[-97.64221588794777,32.957653255557666],[-97.640628205202,32.95549195406116],[-97.63838434577713,32.953788738775984],[-97.63566291378872,32.952679156041725],[-97.63268049140312,32.9522515052607],[-97.6296744125692,32.95253981755885],[-97.62688389209538,32.953521149988354],[-97.62453100569402,32.95511740969321],[-97.62280302826575,32.95720156348666],[-97.6218375314585,32.95960774061965],[-97.62171142528399,32.962144427389006],[-97.62243481846875,32.96460970600997],[-97.62395019174559,32.966807326493615],[-97.62613695677328,32.968562332452855],[-97.6288210439194,32.96973499568111],[-97.63178875917488,32.97023194779874],[-97.63238321148388,32.97024577932228]]]}"
