unique_id,city,site,lat,lon
482,bege,1873,52.443513598886064,13.347203700024613
483,bege,1874,52.54001599888582,13.45442410002312
484,bege,1878,52.450224598885946,13.4897501000225
485,bege,1880,52.619806298885685,13.502005700022483
486,bege,1881,52.40808269888605,13.497957300022337
487,bege,1885,52.43513839888596,13.571726700021255
488,bege,1887,52.42973109888598,13.594069700020922
489,bege,1888,52.48439269888588,13.618209100020612
490,bege,1891,52.45833999888612,13.128940000027873
491,bege,1892,52.543379098885914,13.157402300027563
492,bege,1896,52.53884999888597,13.185340000027132
493,bege,1899,52.56100999888592,13.201630000026917
494,bege,1900,52.56088099888588,13.202193300026911
495,bege,1901,52.42014869888617,13.202301500026739
496,bege,1902,52.44983329888612,13.238053600026236
497,bege,1904,52.52018999888597,13.268800000025871
498,bege,1906,52.58087999888577,13.337100000024918
499,bege,1910,52.44647339888608,13.376523900024184
500,bege,1911,52.43507269888603,13.404428700023745
501,bege,1913,52.6085745988857,13.427642800023584
502,bege,1915,52.59219059888581,13.428970000023556
503,bege,1919,52.38633979888615,13.42679210002336
504,bege,1920,52.431789998886025,13.445110000023146
505,bege,1921,52.61736999888568,13.483310000022765
506,bege,1922,52.44139989888596,13.493251400022444
507,bege,1923,52.55512909888577,13.498108500022477
508,bege,1924,52.55340659888576,13.506638300022352
509,bege,1925,52.47846869888591,13.515157200022143
510,bege,1926,52.48103569888592,13.5186468000221
511,bege,1927,52.458929998886,13.49908000002236
512,bege,1929,52.412809998886054,13.513549900022111
513,bege,1932,52.51424119888581,13.601002000020895
514,bege,1933,52.484036698885895,13.601698500020866
515,bege,1934,52.531170998885784,13.630553600020468
516,bege,1935,52.52159919888581,13.63031150002047
517,bege,1936,52.52032529888585,13.615104700020689
518,bege,1937,52.51551689888581,13.61275660002073
519,bege,1938,52.348059998886065,13.642510000020122
520,bege,1939,52.40967389888596,13.66924110001979
521,bege,1940,52.44160199888589,13.703612600019305
522,bege,1941,52.43741999888592,13.681260000019634
523,bege,1945,52.58290939888577,13.41076850002382
524,bege,1946,52.479916298885925,13.503802700022321
525,bege,1947,52.51785989888585,13.629205300020482
526,bege,1950,52.421604398886124,13.225270000026404
527,bege,1952,52.462720198886004,13.293610400025441
528,bege,1954,52.37938479888611,13.409908900023607
529,bege,1955,52.44223999888599,13.446360000023136
530,bege,1960,52.48361529888585,13.589814400021035
531,bege,1961,52.50063589888584,13.619520000020609
532,bege,1963,52.34573639888615,13.638836200020185
533,bege,1965,52.45207999888605,13.371200000024265
534,bege,1967,52.41735539888606,13.414023200023586
535,bege,1968,52.40997899888603,13.544347000021649
536,bege,1971,52.41693429888604,13.50644580002222
537,bege,1980,52.451351998886146,13.130369800027848
538,bege,1981,52.53961009888594,13.154958500027595
539,bege,1983,52.594787598885794,13.399191700023998
540,bege,1984,52.60291999888579,13.423060000023646
541,bege,1985,52.606382398885785,13.415039600023773
542,bege,1986,52.563888898885764,13.438310400023385
543,bege,1989,52.480509998885886,13.60774000002077
544,bege,1990,52.44554369888614,13.126318800027908
545,bege,1991,52.53423259888602,13.155528900027576
546,bege,1992,52.580371198885764,13.410161000023821
547,bege,1993,52.446689998886,13.445650000023152
548,bege,1994,52.49288999888591,13.530290000021935
549,bege,1997,52.476809998885884,13.570410000021317
550,bege,1998,52.48472999888586,13.570930100021325
551,bege,1999,52.60262909888579,13.4196217000237
552,bege,2001,52.490589998885895,13.568500000021361
553,bege,2003,52.53991619888594,13.162473100027482
554,bege,2004,52.47996999888594,13.561749900021455
555,bege,2007,52.514008198885875,13.594906800020992
556,bege,381,52.61107139888576,13.428068100023593
557,bege,382,52.541210198886006,13.132191400027937
558,bege,383,52.60784999888577,13.422140000023667
559,bege,389,52.57902009888582,13.41978880002367
560,bege,391,52.56496939888592,13.161464600027536
561,bege,392,52.48787099888596,13.431961100023397
562,bege,396,52.423009998886194,13.15736000002741
563,bege,403,52.589349998885886,13.222220000026644
564,bege,404,52.59162999888576,13.474620000022867
565,bege,406,52.605711998885695,13.481240500022793
566,bege,407,52.60196619888577,13.459398200023111
567,bege,408,52.56900069888593,13.208723200026817
568,bege,414,52.42921379888615,13.205782700026699
569,bege,416,52.41820999888615,13.204520000026708
570,bege,417,52.536390798885854,13.44083030002332
571,bege,425,52.55402239888589,13.250028300026191
572,bege,426,52.55815339888593,13.23104500002648
